entry_date,exit_date,side,size,entry_price,exit_price,pnl,pnl_pct,holding_bars,symbol,symbol_name,display_symbol
2014-05-23,2014-07-15,long,253357.44,1.241,1.334,23366.52,7.4295,36,159915,创业板ETF,创业板ETF
2014-06-23,2014-08-07,long,121591.02,2.604,2.589,-2013.29,-0.6357,33,518880,黄金ETF,黄金ETF
2014-07-07,2014-08-29,long,141805.87,2.277,2.441,23055.45,7.1382,39,510300,沪深300ETF,沪深300ETF
2014-07-15,2014-09-01,long,1529451.7,0.209,0.219,15098.14,4.7218,34,512010,医药ETF,医药ETF
2014-08-29,2014-09-03,long,129469.6,2.559,2.528,-4211.14,-1.2707,3,518880,黄金ETF,黄金ETF
2014-08-07,2014-10-20,long,249354.61,1.334,1.465,32456.07,9.7542,46,159915,创业板ETF,创业板ETF
2014-10-20,2014-10-21,long,144303.87,2.449,2.453,365.0,0.1033,1,518880,黄金ETF,黄金ETF
2014-10-21,2014-10-24,long,237651.57,1.495,1.439,-13517.67,-3.8036,3,159915,创业板ETF,创业板ETF
2014-09-01,2014-10-27,long,135492.31,2.464,2.504,5217.75,1.5624,34,510300,沪深300ETF,沪深300ETF
2014-10-24,2014-10-29,long,140785.75,2.435,2.423,-1894.61,-0.5525,3,518880,黄金ETF,黄金ETF
2014-10-29,2014-10-30,long,136475.85,2.544,2.57,3338.99,0.9614,1,510300,沪深300ETF,沪深300ETF
2014-10-30,2014-10-31,long,144813.25,2.417,2.388,-4408.33,-1.2591,1,518880,黄金ETF,黄金ETF
